role_id,role_name,category,skill_id,skill_name,importance
138,Business Intelligence Analyst,Data/AI/ML,144,Statistics,core
138,Business Intelligence Analyst,Data/AI/ML,133,Tableau,core
138,Business Intelligence Analyst,Data/AI/ML,128,Apache Spark,secondary
138,Business Intelligence Analyst,Data/AI/ML,135,Looker,secondary
138,Business Intelligence Analyst,Data/AI/ML,136,Metabase,secondary
138,Business Intelligence Analyst,Data/AI/ML,65,MySQL,secondary
138,Business Intelligence Analyst,Data/AI/ML,66,PostgreSQL,secondary
138,Business Intelligence Analyst,Data/AI/ML,142,BigQuery,bonus
138,Business Intelligence Analyst,Data/AI/ML,147,ETL,bonus
138,Business Intelligence Analyst,Data/AI/ML,141,Snowflake,bonus
139,Data Architect,Data/AI/ML,142,BigQuery,core
139,Data Architect,Data/AI/ML,147,ETL,core
139,Data Architect,Data/AI/ML,65,MySQL,core
139,Data Architect,Data/AI/ML,66,PostgreSQL,core
139,Data Architect,Data/AI/ML,143,Redshift,core
139,Data Architect,Data/AI/ML,141,Snowflake,core
139,Data Architect,Data/AI/ML,80,SQL,core
139,Data Architect,Data/AI/ML,131,Airflow,secondary
139,Data Architect,Data/AI/ML,128,Apache Spark,secondary
139,Data Architect,Data/AI/ML,132,dbt,secondary
139,Data Architect,Data/AI/ML,129,Hadoop,secondary
139,Data Architect,Data/AI/ML,130,Kafka,secondary
139,Data Architect,Data/AI/ML,84,Docker,bonus
139,Data Architect,Data/AI/ML,85,Kubernetes,bonus
139,Data Architect,Data/AI/ML,1,Python,bonus
140,Analytics Engineer,Data/AI/ML,132,dbt,core
140,Analytics Engineer,Data/AI/ML,147,ETL,core
140,Analytics Engineer,Data/AI/ML,127,NumPy,core
140,Analytics Engineer,Data/AI/ML,126,Pandas,core
140,Analytics Engineer,Data/AI/ML,1,Python,core
140,Analytics Engineer,Data/AI/ML,141,Snowflake,core
140,Analytics Engineer,Data/AI/ML,80,SQL,core
140,Analytics Engineer,Data/AI/ML,148,Data Wrangling,secondary
140,Analytics Engineer,Data/AI/ML,139,Jupyter,secondary
140,Analytics Engineer,Data/AI/ML,134,Power BI,secondary
140,Analytics Engineer,Data/AI/ML,144,Statistics,secondary
140,Analytics Engineer,Data/AI/ML,133,Tableau,secondary
140,Analytics Engineer,Data/AI/ML,142,BigQuery,bonus
140,Analytics Engineer,Data/AI/ML,65,MySQL,bonus
140,Analytics Engineer,Data/AI/ML,143,Redshift,bonus
141,Quantitative Analyst,Data/AI/ML,772,Data Analysis,core
141,Quantitative Analyst,Data/AI/ML,137,Excel,core
141,Quantitative Analyst,Data/AI/ML,199,Financial Modeling,core
141,Quantitative Analyst,Data/AI/ML,592,Mathematics,core
141,Quantitative Analyst,Data/AI/ML,1,Python,core
141,Quantitative Analyst,Data/AI/ML,203,Risk Management,core
141,Quantitative Analyst,Data/AI/ML,144,Statistics,core
141,Quantitative Analyst,Data/AI/ML,218,Derivatives,secondary
141,Quantitative Analyst,Data/AI/ML,773,Econometrics,secondary
141,Quantitative Analyst,Data/AI/ML,539,Machine Learning,secondary
141,Quantitative Analyst,Data/AI/ML,16,MATLAB,secondary
141,Quantitative Analyst,Data/AI/ML,15,R,secondary
141,Quantitative Analyst,Data/AI/ML,80,SQL,secondary
141,Quantitative Analyst,Data/AI/ML,204,Bloomberg Terminal,bonus
141,Quantitative Analyst,Data/AI/ML,202,Portfolio Management,bonus
141,Quantitative Analyst,Data/AI/ML,774,Stochastic Calculus,bonus
142,Risk Data Analyst,Data/AI/ML,127,NumPy,core
142,Risk Data Analyst,Data/AI/ML,126,Pandas,core
142,Risk Data Analyst,Data/AI/ML,145,Probability,core
142,Risk Data Analyst,Data/AI/ML,1,Python,core
142,Risk Data Analyst,Data/AI/ML,203,Risk Management,core
142,Risk Data Analyst,Data/AI/ML,80,SQL,core
142,Risk Data Analyst,Data/AI/ML,144,Statistics,core
142,Risk Data Analyst,Data/AI/ML,111,LightGBM,secondary
142,Risk Data Analyst,Data/AI/ML,134,Power BI,secondary
142,Risk Data Analyst,Data/AI/ML,103,Scikit-learn,secondary
142,Risk Data Analyst,Data/AI/ML,133,Tableau,secondary
142,Risk Data Analyst,Data/AI/ML,110,XGBoost,secondary
142,Risk Data Analyst,Data/AI/ML,247,Biostatistics,bonus
142,Risk Data Analyst,Data/AI/ML,204,Bloomberg Terminal,bonus
142,Risk Data Analyst,Data/AI/ML,218,Derivatives,bonus
143,AI Product Manager,Data/AI/ML,374,Business Analysis,core
143,AI Product Manager,Data/AI/ML,484,Leadership,core
143,AI Product Manager,Data/AI/ML,307,Product Marketing,core
143,AI Product Manager,Data/AI/ML,102,PyTorch,core
143,AI Product Manager,Data/AI/ML,103,Scikit-learn,core
143,AI Product Manager,Data/AI/ML,373,Strategic Planning,core
143,AI Product Manager,Data/AI/ML,101,TensorFlow,core
143,AI Product Manager,Data/AI/ML,366,Agile,secondary
143,AI Product Manager,Data/AI/ML,84,Docker,secondary
143,AI Product Manager,Data/AI/ML,85,Kubernetes,secondary
143,AI Product Manager,Data/AI/ML,1,Python,secondary
143,AI Product Manager,Data/AI/ML,367,Scrum,secondary
143,AI Product Manager,Data/AI/ML,370,Jira,bonus
143,AI Product Manager,Data/AI/ML,492,Presentation Skills,bonus
144,Prompt Engineer,Data/AI/ML,483,Communication,core
144,Prompt Engineer,Data/AI/ML,122,GPT,core
144,Prompt Engineer,Data/AI/ML,105,Hugging Face,core
144,Prompt Engineer,Data/AI/ML,109,LangChain,core
144,Prompt Engineer,Data/AI/ML,116,NLP,core
144,Prompt Engineer,Data/AI/ML,492,Presentation Skills,core
144,Prompt Engineer,Data/AI/ML,1,Python,core
144,Prompt Engineer,Data/AI/ML,121,BERT,secondary
144,Prompt Engineer,Data/AI/ML,301,Copywriting,secondary
144,Prompt Engineer,Data/AI/ML,102,PyTorch,secondary
144,Prompt Engineer,Data/AI/ML,101,TensorFlow,secondary
144,Prompt Engineer,Data/AI/ML,120,Transformer Models,secondary
144,Prompt Engineer,Data/AI/ML,50,GraphQL,bonus
144,Prompt Engineer,Data/AI/ML,6,JavaScript,bonus
145,AI Ethics Researcher,Data/AI/ML,483,Communication,core
145,AI Ethics Researcher,Data/AI/ML,1,Python,core
145,AI Ethics Researcher,Data/AI/ML,102,PyTorch,core
145,AI Ethics Researcher,Data/AI/ML,496,Research Skills,core
145,AI Ethics Researcher,Data/AI/ML,103,Scikit-learn,core
145,AI Ethics Researcher,Data/AI/ML,144,Statistics,core
145,AI Ethics Researcher,Data/AI/ML,101,TensorFlow,core
145,AI Ethics Researcher,Data/AI/ML,121,BERT,secondary
145,AI Ethics Researcher,Data/AI/ML,105,Hugging Face,secondary
145,AI Ethics Researcher,Data/AI/ML,109,LangChain,secondary
145,AI Ethics Researcher,Data/AI/ML,116,NLP,secondary
145,AI Ethics Researcher,Data/AI/ML,120,Transformer Models,secondary
145,AI Ethics Researcher,Data/AI/ML,480,Advocacy,bonus
145,AI Ethics Researcher,Data/AI/ML,477,Counselling,bonus
145,AI Ethics Researcher,Data/AI/ML,474,Social Research,bonus
146,Reinforcement Learning Engineer,Data/AI/ML,115,Deep Learning,core
146,Reinforcement Learning Engineer,Data/AI/ML,149,Feature Engineering,core
146,Reinforcement Learning Engineer,Data/AI/ML,1,Python,core
146,Reinforcement Learning Engineer,Data/AI/ML,102,PyTorch,core
146,Reinforcement Learning Engineer,Data/AI/ML,118,Reinforcement Learning,core
146,Reinforcement Learning Engineer,Data/AI/ML,103,Scikit-learn,core
146,Reinforcement Learning Engineer,Data/AI/ML,101,TensorFlow,core
146,Reinforcement Learning Engineer,Data/AI/ML,104,Keras,secondary
146,Reinforcement Learning Engineer,Data/AI/ML,127,NumPy,secondary
146,Reinforcement Learning Engineer,Data/AI/ML,126,Pandas,secondary
146,Reinforcement Learning Engineer,Data/AI/ML,145,Probability,secondary
146,Reinforcement Learning Engineer,Data/AI/ML,144,Statistics,secondary
146,Reinforcement Learning Engineer,Data/AI/ML,8,Go,bonus
146,Reinforcement Learning Engineer,Data/AI/ML,105,Hugging Face,bonus
146,Reinforcement Learning Engineer,Data/AI/ML,24,Julia,bonus
147,Recommendation Systems Engineer,Data/AI/ML,149,Feature Engineering,core
147,Recommendation Systems Engineer,Data/AI/ML,111,LightGBM,core
147,Recommendation Systems Engineer,Data/AI/ML,127,NumPy,core
147,Recommendation Systems Engineer,Data/AI/ML,126,Pandas,core
147,Recommendation Systems Engineer,Data/AI/ML,1,Python,core
147,Recommendation Systems Engineer,Data/AI/ML,103,Scikit-learn,core
147,Recommendation Systems Engineer,Data/AI/ML,110,XGBoost,core
147,Recommendation Systems Engineer,Data/AI/ML,104,Keras,secondary
147,Recommendation Systems Engineer,Data/AI/ML,145,Probability,secondary
147,Recommendation Systems Engineer,Data/AI/ML,102,PyTorch,secondary
147,Recommendation Systems Engineer,Data/AI/ML,144,Statistics,secondary
147,Recommendation Systems Engineer,Data/AI/ML,101,TensorFlow,secondary
147,Recommendation Systems Engineer,Data/AI/ML,74,Elasticsearch,bonus
147,Recommendation Systems Engineer,Data/AI/ML,105,Hugging Face,bonus
147,Recommendation Systems Engineer,Data/AI/ML,71,Redis,bonus
148,Speech Recognition Engineer,Data/AI/ML,115,Deep Learning,core
148,Speech Recognition Engineer,Data/AI/ML,116,NLP,core
148,Speech Recognition Engineer,Data/AI/ML,107,NLTK,core
148,Speech Recognition Engineer,Data/AI/ML,1,Python,core
148,Speech Recognition Engineer,Data/AI/ML,102,PyTorch,core
148,Speech Recognition Engineer,Data/AI/ML,108,SpaCy,core
148,Speech Recognition Engineer,Data/AI/ML,101,TensorFlow,core
148,Speech Recognition Engineer,Data/AI/ML,104,Keras,secondary
148,Speech Recognition Engineer,Data/AI/ML,127,NumPy,secondary
148,Speech Recognition Engineer,Data/AI/ML,126,Pandas,secondary
148,Speech Recognition Engineer,Data/AI/ML,103,Scikit-learn,secondary
148,Speech Recognition Engineer,Data/AI/ML,120,Transformer Models,secondary
148,Speech Recognition Engineer,Data/AI/ML,121,BERT,bonus
148,Speech Recognition Engineer,Data/AI/ML,122,GPT,bonus
148,Speech Recognition Engineer,Data/AI/ML,105,Hugging Face,bonus
149,Time Series Analyst,Data/AI/ML,127,NumPy,core
149,Time Series Analyst,Data/AI/ML,126,Pandas,core
149,Time Series Analyst,Data/AI/ML,145,Probability,core
149,Time Series Analyst,Data/AI/ML,1,Python,core
149,Time Series Analyst,Data/AI/ML,15,R,core
149,Time Series Analyst,Data/AI/ML,103,Scikit-learn,core
149,Time Series Analyst,Data/AI/ML,144,Statistics,core
149,Time Series Analyst,Data/AI/ML,139,Jupyter,secondary
149,Time Series Analyst,Data/AI/ML,111,LightGBM,secondary
149,Time Series Analyst,Data/AI/ML,134,Power BI,secondary
149,Time Series Analyst,Data/AI/ML,133,Tableau,secondary
149,Time Series Analyst,Data/AI/ML,110,XGBoost,secondary
149,Time Series Analyst,Data/AI/ML,24,Julia,bonus
149,Time Series Analyst,Data/AI/ML,16,MATLAB,bonus
149,Time Series Analyst,Data/AI/ML,141,Snowflake,bonus
150,MLOps Architect,Data/AI/ML,131,Airflow,core
150,MLOps Architect,Data/AI/ML,552,CI/CD,core
150,MLOps Architect,Data/AI/ML,84,Docker,core
150,MLOps Architect,Data/AI/ML,85,Kubernetes,core
150,MLOps Architect,Data/AI/ML,547,MLOps,core
150,MLOps Architect,Data/AI/ML,1,Python,core
150,MLOps Architect,Data/AI/ML,81,AWS,secondary
150,MLOps Architect,Data/AI/ML,554,GCP,secondary
150,MLOps Architect,Data/AI/ML,124,MLflow,secondary
150,MLOps Architect,Data/AI/ML,556,SageMaker,secondary
150,MLOps Architect,Data/AI/ML,86,Terraform,secondary
150,MLOps Architect,Data/AI/ML,557,Vertex AI,secondary
150,MLOps Architect,Data/AI/ML,546,DVC,bonus
150,MLOps Architect,Data/AI/ML,130,Kafka,bonus
150,MLOps Architect,Data/AI/ML,545,Kubeflow,bonus
151,Data Science Manager,Data/AI/ML,374,Business Analysis,core
151,Data Science Manager,Data/AI/ML,484,Leadership,core
151,Data Science Manager,Data/AI/ML,365,Project Management,core
151,Data Science Manager,Data/AI/ML,1,Python,core
151,Data Science Manager,Data/AI/ML,102,PyTorch,core
151,Data Science Manager,Data/AI/ML,373,Strategic Planning,core
151,Data Science Manager,Data/AI/ML,101,TensorFlow,core
151,Data Science Manager,Data/AI/ML,366,Agile,secondary
151,Data Science Manager,Data/AI/ML,127,NumPy,secondary
151,Data Science Manager,Data/AI/ML,126,Pandas,secondary
151,Data Science Manager,Data/AI/ML,103,Scikit-learn,secondary
151,Data Science Manager,Data/AI/ML,367,Scrum,secondary
151,Data Science Manager,Data/AI/ML,370,Jira,bonus
151,Data Science Manager,Data/AI/ML,491,Negotiation,bonus
151,Data Science Manager,Data/AI/ML,492,Presentation Skills,bonus
152,Chief Data Officer,Data/AI/ML,374,Business Analysis,core
152,Chief Data Officer,Data/AI/ML,494,Decision Making,core
152,Chief Data Officer,Data/AI/ML,484,Leadership,core
152,Chief Data Officer,Data/AI/ML,365,Project Management,core
152,Chief Data Officer,Data/AI/ML,1,Python,core
152,Chief Data Officer,Data/AI/ML,373,Strategic Planning,core
152,Chief Data Officer,Data/AI/ML,101,TensorFlow,core
152,Chief Data Officer,Data/AI/ML,366,Agile,secondary
152,Chief Data Officer,Data/AI/ML,127,NumPy,secondary
152,Chief Data Officer,Data/AI/ML,126,Pandas,secondary
152,Chief Data Officer,Data/AI/ML,102,PyTorch,secondary
152,Chief Data Officer,Data/AI/ML,103,Scikit-learn,secondary
152,Chief Data Officer,Data/AI/ML,370,Jira,bonus
152,Chief Data Officer,Data/AI/ML,491,Negotiation,bonus
152,Chief Data Officer,Data/AI/ML,492,Presentation Skills,bonus
153,Geospatial Data Analyst,Data/AI/ML,438,GIS Mapping,core
153,Geospatial Data Analyst,Data/AI/ML,127,NumPy,core
153,Geospatial Data Analyst,Data/AI/ML,126,Pandas,core
153,Geospatial Data Analyst,Data/AI/ML,1,Python,core
153,Geospatial Data Analyst,Data/AI/ML,439,Remote Sensing,core
153,Geospatial Data Analyst,Data/AI/ML,80,SQL,core
153,Geospatial Data Analyst,Data/AI/ML,144,Statistics,core
153,Geospatial Data Analyst,Data/AI/ML,146,Data Visualization,secondary
153,Geospatial Data Analyst,Data/AI/ML,148,Data Wrangling,secondary
153,Geospatial Data Analyst,Data/AI/ML,134,Power BI,secondary
153,Geospatial Data Analyst,Data/AI/ML,103,Scikit-learn,secondary
153,Geospatial Data Analyst,Data/AI/ML,133,Tableau,secondary
153,Geospatial Data Analyst,Data/AI/ML,139,Jupyter,bonus
153,Geospatial Data Analyst,Data/AI/ML,15,R,bonus
154,Clinical Data Analyst,Data/AI/ML,247,Biostatistics,core
154,Clinical Data Analyst,Data/AI/ML,246,Epidemiology,core
154,Clinical Data Analyst,Data/AI/ML,127,NumPy,core
154,Clinical Data Analyst,Data/AI/ML,126,Pandas,core
154,Clinical Data Analyst,Data/AI/ML,245,Public Health,core
154,Clinical Data Analyst,Data/AI/ML,1,Python,core
154,Clinical Data Analyst,Data/AI/ML,144,Statistics,core
154,Clinical Data Analyst,Data/AI/ML,230,Electronic Health Records,secondary
154,Clinical Data Analyst,Data/AI/ML,229,Medical Coding,secondary
154,Clinical Data Analyst,Data/AI/ML,134,Power BI,secondary
154,Clinical Data Analyst,Data/AI/ML,80,SQL,secondary
154,Clinical Data Analyst,Data/AI/ML,133,Tableau,secondary
154,Clinical Data Analyst,Data/AI/ML,139,Jupyter,bonus
154,Clinical Data Analyst,Data/AI/ML,248,Medical Writing,bonus
154,Clinical Data Analyst,Data/AI/ML,103,Scikit-learn,bonus
155,Financial Data Analyst,Data/AI/ML,199,Financial Modeling,core
155,Financial Data Analyst,Data/AI/ML,201,Investment Analysis,core
155,Financial Data Analyst,Data/AI/ML,127,NumPy,core
155,Financial Data Analyst,Data/AI/ML,126,Pandas,core
155,Financial Data Analyst,Data/AI/ML,1,Python,core
155,Financial Data Analyst,Data/AI/ML,80,SQL,core
155,Financial Data Analyst,Data/AI/ML,144,Statistics,core
155,Financial Data Analyst,Data/AI/ML,148,Data Wrangling,secondary
155,Financial Data Analyst,Data/AI/ML,137,Excel,secondary
155,Financial Data Analyst,Data/AI/ML,134,Power BI,secondary
155,Financial Data Analyst,Data/AI/ML,103,Scikit-learn,secondary
155,Financial Data Analyst,Data/AI/ML,133,Tableau,secondary
155,Financial Data Analyst,Data/AI/ML,204,Bloomberg Terminal,bonus
155,Financial Data Analyst,Data/AI/ML,218,Derivatives,bonus
155,Financial Data Analyst,Data/AI/ML,141,Snowflake,bonus
156,Marketing Data Analyst,Data/AI/ML,300,Consumer Behavior,core
156,Marketing Data Analyst,Data/AI/ML,299,Market Research,core
156,Marketing Data Analyst,Data/AI/ML,127,NumPy,core
156,Marketing Data Analyst,Data/AI/ML,126,Pandas,core
156,Marketing Data Analyst,Data/AI/ML,1,Python,core
156,Marketing Data Analyst,Data/AI/ML,80,SQL,core
156,Marketing Data Analyst,Data/AI/ML,144,Statistics,core
156,Marketing Data Analyst,Data/AI/ML,148,Data Wrangling,secondary
156,Marketing Data Analyst,Data/AI/ML,137,Excel,secondary
156,Marketing Data Analyst,Data/AI/ML,134,Power BI,secondary
156,Marketing Data Analyst,Data/AI/ML,103,Scikit-learn,secondary
156,Marketing Data Analyst,Data/AI/ML,133,Tableau,secondary
156,Marketing Data Analyst,Data/AI/ML,150,A/B Testing,bonus
156,Marketing Data Analyst,Data/AI/ML,287,SEM,bonus
156,Marketing Data Analyst,Data/AI/ML,286,SEO,bonus
157,Sports Data Analyst,Data/AI/ML,127,NumPy,core
157,Sports Data Analyst,Data/AI/ML,126,Pandas,core
157,Sports Data Analyst,Data/AI/ML,1,Python,core
157,Sports Data Analyst,Data/AI/ML,103,Scikit-learn,core
157,Sports Data Analyst,Data/AI/ML,471,Sports Analytics,core
157,Sports Data Analyst,Data/AI/ML,80,SQL,core
157,Sports Data Analyst,Data/AI/ML,144,Statistics,core
157,Sports Data Analyst,Data/AI/ML,146,Data Visualization,secondary
157,Sports Data Analyst,Data/AI/ML,148,Data Wrangling,secondary
157,Sports Data Analyst,Data/AI/ML,137,Excel,secondary
157,Sports Data Analyst,Data/AI/ML,134,Power BI,secondary
157,Sports Data Analyst,Data/AI/ML,133,Tableau,secondary
157,Sports Data Analyst,Data/AI/ML,461,Athletic Training,bonus
157,Sports Data Analyst,Data/AI/ML,465,Game Strategy,bonus
157,Sports Data Analyst,Data/AI/ML,15,R,bonus
158,Social Media Data Analyst,Data/AI/ML,127,NumPy,core
158,Social Media Data Analyst,Data/AI/ML,126,Pandas,core
158,Social Media Data Analyst,Data/AI/ML,1,Python,core
158,Social Media Data Analyst,Data/AI/ML,103,Scikit-learn,core
158,Social Media Data Analyst,Data/AI/ML,296,Social Media Management,core
158,Social Media Data Analyst,Data/AI/ML,80,SQL,core
158,Social Media Data Analyst,Data/AI/ML,144,Statistics,core
158,Social Media Data Analyst,Data/AI/ML,146,Data Visualization,secondary
158,Social Media Data Analyst,Data/AI/ML,148,Data Wrangling,secondary
158,Social Media Data Analyst,Data/AI/ML,137,Excel,secondary
158,Social Media Data Analyst,Data/AI/ML,134,Power BI,secondary
158,Social Media Data Analyst,Data/AI/ML,133,Tableau,secondary
158,Social Media Data Analyst,Data/AI/ML,289,Facebook Ads,bonus
158,Social Media Data Analyst,Data/AI/ML,287,SEM,bonus
158,Social Media Data Analyst,Data/AI/ML,286,SEO,bonus
159,Environmental Data Scientist,Data/AI/ML,445,Climate Science,core
159,Environmental Data Scientist,Data/AI/ML,438,GIS Mapping,core
159,Environmental Data Scientist,Data/AI/ML,127,NumPy,core
159,Environmental Data Scientist,Data/AI/ML,126,Pandas,core
159,Environmental Data Scientist,Data/AI/ML,1,Python,core
159,Environmental Data Scientist,Data/AI/ML,439,Remote Sensing,core
159,Environmental Data Scientist,Data/AI/ML,144,Statistics,core
159,Environmental Data Scientist,Data/AI/ML,146,Data Visualization,secondary
159,Environmental Data Scientist,Data/AI/ML,148,Data Wrangling,secondary
159,Environmental Data Scientist,Data/AI/ML,134,Power BI,secondary
159,Environmental Data Scientist,Data/AI/ML,103,Scikit-learn,secondary
159,Environmental Data Scientist,Data/AI/ML,133,Tableau,secondary
159,Environmental Data Scientist,Data/AI/ML,440,Environmental Impact Assessment,bonus
159,Environmental Data Scientist,Data/AI/ML,15,R,bonus
159,Environmental Data Scientist,Data/AI/ML,441,Waste Management,bonus
160,Healthcare AI Researcher,Data/AI/ML,247,Biostatistics,core
160,Healthcare AI Researcher,Data/AI/ML,115,Deep Learning,core
160,Healthcare AI Researcher,Data/AI/ML,245,Public Health,core
160,Healthcare AI Researcher,Data/AI/ML,1,Python,core
160,Healthcare AI Researcher,Data/AI/ML,102,PyTorch,core
160,Healthcare AI Researcher,Data/AI/ML,144,Statistics,core
160,Healthcare AI Researcher,Data/AI/ML,101,TensorFlow,core
160,Healthcare AI Researcher,Data/AI/ML,230,Electronic Health Records,secondary
160,Healthcare AI Researcher,Data/AI/ML,229,Medical Coding,secondary
160,Healthcare AI Researcher,Data/AI/ML,127,NumPy,secondary
160,Healthcare AI Researcher,Data/AI/ML,126,Pandas,secondary
160,Healthcare AI Researcher,Data/AI/ML,103,Scikit-learn,secondary
160,Healthcare AI Researcher,Data/AI/ML,246,Epidemiology,bonus
160,Healthcare AI Researcher,Data/AI/ML,105,Hugging Face,bonus
160,Healthcare AI Researcher,Data/AI/ML,248,Medical Writing,bonus
161,Graph Data Scientist,Data/AI/ML,77,Neo4j,core
161,Graph Data Scientist,Data/AI/ML,127,NumPy,core
161,Graph Data Scientist,Data/AI/ML,126,Pandas,core
161,Graph Data Scientist,Data/AI/ML,1,Python,core
161,Graph Data Scientist,Data/AI/ML,103,Scikit-learn,core
161,Graph Data Scientist,Data/AI/ML,80,SQL,core
161,Graph Data Scientist,Data/AI/ML,144,Statistics,core
161,Graph Data Scientist,Data/AI/ML,115,Deep Learning,secondary
161,Graph Data Scientist,Data/AI/ML,74,Elasticsearch,secondary
161,Graph Data Scientist,Data/AI/ML,50,GraphQL,secondary
161,Graph Data Scientist,Data/AI/ML,102,PyTorch,secondary
161,Graph Data Scientist,Data/AI/ML,101,TensorFlow,secondary
161,Graph Data Scientist,Data/AI/ML,105,Hugging Face,bonus
161,Graph Data Scientist,Data/AI/ML,109,LangChain,bonus
161,Graph Data Scientist,Data/AI/ML,116,NLP,bonus
162,Edge AI Engineer,Data/AI/ML,533,Edge Computing,core
162,Edge AI Engineer,Data/AI/ML,321,Embedded Systems,core
162,Edge AI Engineer,Data/AI/ML,532,IoT,core
162,Edge AI Engineer,Data/AI/ML,99,Linux,core
162,Edge AI Engineer,Data/AI/ML,1,Python,core
162,Edge AI Engineer,Data/AI/ML,102,PyTorch,core
162,Edge AI Engineer,Data/AI/ML,101,TensorFlow,core
162,Edge AI Engineer,Data/AI/ML,115,Deep Learning,secondary
162,Edge AI Engineer,Data/AI/ML,84,Docker,secondary
162,Edge AI Engineer,Data/AI/ML,127,NumPy,secondary
162,Edge AI Engineer,Data/AI/ML,126,Pandas,secondary
162,Edge AI Engineer,Data/AI/ML,103,Scikit-learn,secondary
162,Edge AI Engineer,Data/AI/ML,105,Hugging Face,bonus
162,Edge AI Engineer,Data/AI/ML,130,Kafka,bonus
162,Edge AI Engineer,Data/AI/ML,86,Terraform,bonus
163,Federated Learning Researcher,Data/AI/ML,115,Deep Learning,core
163,Federated Learning Researcher,Data/AI/ML,145,Probability,core
163,Federated Learning Researcher,Data/AI/ML,1,Python,core
163,Federated Learning Researcher,Data/AI/ML,102,PyTorch,core
163,Federated Learning Researcher,Data/AI/ML,103,Scikit-learn,core
163,Federated Learning Researcher,Data/AI/ML,144,Statistics,core
163,Federated Learning Researcher,Data/AI/ML,101,TensorFlow,core
163,Federated Learning Researcher,Data/AI/ML,84,Docker,secondary
163,Federated Learning Researcher,Data/AI/ML,149,Feature Engineering,secondary
163,Federated Learning Researcher,Data/AI/ML,85,Kubernetes,secondary
163,Federated Learning Researcher,Data/AI/ML,127,NumPy,secondary
163,Federated Learning Researcher,Data/AI/ML,126,Pandas,secondary
163,Federated Learning Researcher,Data/AI/ML,165,Cryptography,bonus
163,Federated Learning Researcher,Data/AI/ML,105,Hugging Face,bonus
163,Federated Learning Researcher,Data/AI/ML,172,Zero Trust Architecture,bonus
164,Data Governance Analyst,Data/AI/ML,147,ETL,core
164,Data Governance Analyst,Data/AI/ML,171,GDPR Compliance,core
164,Data Governance Analyst,Data/AI/ML,170,ISO 27001,core
164,Data Governance Analyst,Data/AI/ML,1,Python,core
164,Data Governance Analyst,Data/AI/ML,103,Scikit-learn,core
164,Data Governance Analyst,Data/AI/ML,80,SQL,core
164,Data Governance Analyst,Data/AI/ML,144,Statistics,core
164,Data Governance Analyst,Data/AI/ML,131,Airflow,secondary
164,Data Governance Analyst,Data/AI/ML,128,Apache Spark,secondary
164,Data Governance Analyst,Data/AI/ML,129,Hadoop,secondary
164,Data Governance Analyst,Data/AI/ML,65,MySQL,secondary
164,Data Governance Analyst,Data/AI/ML,66,PostgreSQL,secondary
164,Data Governance Analyst,Data/AI/ML,224,Compliance,bonus
164,Data Governance Analyst,Data/AI/ML,391,Compliance Management,bonus
164,Data Governance Analyst,Data/AI/ML,392,Data Privacy Law,bonus
165,Data Quality Engineer,Data/AI/ML,148,Data Wrangling,core
165,Data Quality Engineer,Data/AI/ML,147,ETL,core
165,Data Quality Engineer,Data/AI/ML,127,NumPy,core
165,Data Quality Engineer,Data/AI/ML,126,Pandas,core
165,Data Quality Engineer,Data/AI/ML,1,Python,core
165,Data Quality Engineer,Data/AI/ML,103,Scikit-learn,core
165,Data Quality Engineer,Data/AI/ML,80,SQL,core
165,Data Quality Engineer,Data/AI/ML,131,Airflow,secondary
165,Data Quality Engineer,Data/AI/ML,128,Apache Spark,secondary
165,Data Quality Engineer,Data/AI/ML,129,Hadoop,secondary
165,Data Quality Engineer,Data/AI/ML,65,MySQL,secondary
165,Data Quality Engineer,Data/AI/ML,66,PostgreSQL,secondary
165,Data Quality Engineer,Data/AI/ML,132,dbt,bonus
165,Data Quality Engineer,Data/AI/ML,141,Snowflake,bonus
165,Data Quality Engineer,Data/AI/ML,144,Statistics,bonus
166,Tableau Developer,Data/AI/ML,146,Data Visualization,core
166,Tableau Developer,Data/AI/ML,127,NumPy,core
166,Tableau Developer,Data/AI/ML,126,Pandas,core
166,Tableau Developer,Data/AI/ML,1,Python,core
166,Tableau Developer,Data/AI/ML,80,SQL,core
166,Tableau Developer,Data/AI/ML,144,Statistics,core
166,Tableau Developer,Data/AI/ML,133,Tableau,core
166,Tableau Developer,Data/AI/ML,137,Excel,secondary
166,Tableau Developer,Data/AI/ML,135,Looker,secondary
166,Tableau Developer,Data/AI/ML,136,Metabase,secondary
166,Tableau Developer,Data/AI/ML,134,Power BI,secondary
166,Tableau Developer,Data/AI/ML,103,Scikit-learn,secondary
166,Tableau Developer,Data/AI/ML,142,BigQuery,bonus
166,Tableau Developer,Data/AI/ML,65,MySQL,bonus
166,Tableau Developer,Data/AI/ML,143,Redshift,bonus
167,Power BI Developer,Data/AI/ML,146,Data Visualization,core
167,Power BI Developer,Data/AI/ML,127,NumPy,core
167,Power BI Developer,Data/AI/ML,126,Pandas,core
167,Power BI Developer,Data/AI/ML,134,Power BI,core
167,Power BI Developer,Data/AI/ML,1,Python,core
167,Power BI Developer,Data/AI/ML,80,SQL,core
167,Power BI Developer,Data/AI/ML,144,Statistics,core
167,Power BI Developer,Data/AI/ML,137,Excel,secondary
167,Power BI Developer,Data/AI/ML,135,Looker,secondary
167,Power BI Developer,Data/AI/ML,136,Metabase,secondary
167,Power BI Developer,Data/AI/ML,103,Scikit-learn,secondary
